strain_microstrain,tilt_deg,vibration_g,displacement_mm,node1_tilt_resultant,node2_tilt_resultant,node3_tilt_resultant,transient_accel_g,rms_vibration_g,anomaly_score,zone_id,hazard_zone
421.63,1.853,0.3425,3.713,0.586,1.853,0.359,0.2281,0.3425,0.5359,1,ZONE_B
550.69,1.698,0.2749,4.454,0.525,1.698,0.302,0.138,0.2749,0.4056,1,ZONE_B
556.8,3.15,0.59,5.462,0.42,3.15,0.192,0.0944,0.59,0.6843,1,ZONE_B
158.93,0.134,0.0414,0.847,0.033,0.134,0.035,0.0031,0.0414,0.0636,0,ZONE_A
1025.42,6.308,1.6346,12.044,2.709,6.308,1.142,1.6346,1.179,0.7626,2,ZONE_C
1141.51,9.548,1.611,18.965,2.707,9.548,1.377,0.62,1.611,0.9621,2,ZONE_C
898.84,10.229,0.9851,15.797,3.234,10.229,1.329,0.7933,0.9851,0.7356,2,ZONE_C
1038.76,7.663,1.5897,15.941,2.924,7.663,1.278,1.2266,1.5897,0.8265,2,ZONE_C
121.33,0.125,0.0429,0.125,0.018,0.125,0.022,0.0035,0.0429,0.1365,0,ZONE_A
163.28,0.134,0.0208,0.501,0.022,0.134,0.033,0.0078,0.0208,0.2257,0,ZONE_A
986.98,7.371,1.661,15.897,2.715,7.371,1.349,0.9397,1.661,0.7148,2,ZONE_C
141.93,0.153,0.0469,0.163,0.031,0.153,0.035,0.0318,0.0469,0.2622,0,ZONE_A
951.71,8.903,2.7476,11.705,3.877,8.903,1.209,0.887,2.7476,0.95,2,ZONE_C
830.96,5.601,1.7095,10.797,2.528,5.601,1.054,0.62,1.7095,0.8192,2,ZONE_C
1220.36,6.539,1.8156,19.681,2.114,6.539,1.006,1.2767,1.8156,0.9149,2,ZONE_C
760.0,7.129,1.3058,12.077,2.927,7.129,1.667,1.016,1.3058,0.928,2,ZONE_C
1159.01,8.232,1.4226,11.582,4.01,8.232,0.957,0.9224,1.4226,0.7102,2,ZONE_C
1124.31,9.748,1.9675,12.519,2.259,9.748,1.172,1.4929,1.9675,0.8328,2,ZONE_C
166.68,0.145,0.0394,1.264,0.019,0.145,0.02,0.0064,0.0394,0.2441,0,ZONE_A
436.15,2.636,0.4662,5.107,0.666,2.636,0.216,0.129,0.4662,0.6086,1,ZONE_B
1129.71,8.283,0.8314,8.342,3.93,8.283,1.347,0.8314,0.61,0.8464,2,ZONE_C
107.77,0.127,0.0451,1.918,0.026,0.127,0.028,0.0175,0.0451,0.2305,0,ZONE_A
983.35,6.86,1.5312,9.472,2.629,6.86,0.91,1.5312,1.1174,0.8155,2,ZONE_C
151.59,0.138,0.0504,1.265,0.029,0.138,0.038,0.0165,0.0504,0.0805,0,ZONE_A
76.57,0.139,0.0398,1.476,0.049,0.139,0.037,0.0135,0.0398,0.1464,0,ZONE_A
760.0,5.763,1.4893,19.074,3.046,5.763,1.156,0.62,1.4893,0.8651,2,ZONE_C
331.28,2.634,0.3954,3.944,0.569,2.634,0.083,0.1332,0.3954,0.6043,1,ZONE_B
1103.03,7.687,1.4393,21.002,2.288,7.687,1.309,1.145,1.4393,0.7884,2,ZONE_C
479.62,2.052,0.3893,4.169,0.678,2.052,0.382,0.2452,0.3893,0.4524,1,ZONE_B
448.63,2.45,0.3372,4.674,0.732,2.45,0.052,0.1784,0.3372,0.4538,1,ZONE_B
616.04,2.257,0.3097,5.141,0.675,2.257,0.227,0.1958,0.3097,0.5186,1,ZONE_B
882.61,8.116,1.3963,12.194,3.139,8.116,1.66,1.1504,1.3963,0.8543,2,ZONE_C
385.38,2.39,0.4952,4.233,0.635,2.39,0.182,0.2268,0.4952,0.6545,1,ZONE_B
187.86,0.155,0.0277,1.036,0.013,0.155,0.004,0.013,0.0277,0.1778,0,ZONE_A
152.05,0.136,0.0281,0.953,0.034,0.136,0.007,0.0043,0.0281,0.3276,0,ZONE_A
456.34,2.128,0.4511,4.48,0.707,2.128,0.249,0.2548,0.4511,0.4058,1,ZONE_B
861.24,9.883,1.6967,13.954,3.332,9.883,1.609,1.3332,1.6967,0.8813,2,ZONE_C
887.37,6.922,1.2045,15.33,3.385,6.922,1.085,0.7824,1.2045,0.9809,2,ZONE_C
665.35,1.845,0.4546,4.315,0.693,1.845,0.204,0.2323,0.4546,0.4238,1,ZONE_B
127.56,0.181,0.0424,1.026,0.033,0.181,0.004,0.0139,0.0424,0.1616,0,ZONE_A
136.69,0.087,0.0372,0.966,0.024,0.087,0.02,0.0179,0.0372,0.1459,0,ZONE_A
135.57,0.11,0.0416,0.571,0.022,0.11,0.018,0.0036,0.0416,0.1867,0,ZONE_A
99.23,0.113,0.032,1.098,0.041,0.113,0.025,0.0098,0.032,0.0629,0,ZONE_A
120.84,0.18,0.0308,0.698,0.035,0.18,0.045,0.0076,0.0308,0.074,0,ZONE_A
129.4,0.096,0.0331,1.248,0.038,0.096,0.055,0.0085,0.0331,0.1922,0,ZONE_A
1035.97,7.484,2.1332,16.999,2.859,7.484,1.287,1.0283,2.1332,0.8813,2,ZONE_C
1135.64,9.844,1.7832,8.729,3.022,9.844,1.25,1.3056,1.7832,0.9223,2,ZONE_C
855.85,7.601,1.907,15.085,4.14,7.601,1.312,0.82,1.907,0.9117,2,ZONE_C
476.75,2.232,0.2222,2.5,0.867,2.232,0.15,0.0935,0.2222,0.5056,1,ZONE_B
171.58,0.153,0.028,1.32,0.028,0.153,0.032,0.002,0.028,0.3092,0,ZONE_A
582.99,1.772,0.3424,4.441,0.934,1.772,0.233,0.2262,0.3424,0.5025,1,ZONE_B
760.76,7.807,1.2018,11.973,2.713,7.807,0.998,1.0115,1.2018,0.9391,2,ZONE_C
210.84,0.182,0.0368,1.148,0.028,0.182,0.034,0.0056,0.0368,0.232,0,ZONE_A
169.68,0.141,0.0533,1.008,0.016,0.141,0.031,0.0158,0.0533,0.2655,0,ZONE_A
507.09,1.559,0.4356,4.902,0.662,1.559,0.232,0.0852,0.4356,0.5649,1,ZONE_B
156.49,0.146,0.0637,0.786,0.023,0.146,0.03,0.0146,0.0637,0.3283,0,ZONE_A
1127.6,9.35,1.4789,10.127,3.239,9.35,1.609,0.62,1.4789,0.8311,2,ZONE_C
760.0,7.193,1.6533,15.137,3.229,7.193,1.951,1.0242,1.6533,0.985,2,ZONE_C
180.71,0.087,0.037,1.716,0.005,0.087,0.022,0.037,0.0262,0.0601,0,ZONE_A
89.36,0.079,0.0456,1.061,0.035,0.079,0.01,0.0091,0.0456,0.2256,0,ZONE_A
1030.45,6.61,2.4472,16.513,1.988,6.61,1.254,1.106,2.4472,0.8729,2,ZONE_C
140.41,0.142,0.0316,1.283,0.01,0.142,0.03,0.0139,0.0316,0.2292,0,ZONE_A
565.96,2.59,0.3302,4.257,0.495,2.59,0.319,0.1625,0.3302,0.4815,1,ZONE_B
952.62,8.291,1.7753,15.397,3.708,8.291,1.227,1.7753,1.4142,0.7428,2,ZONE_C
77.82,0.204,0.0407,1.063,0.004,0.204,0.04,0.002,0.0407,0.0613,0,ZONE_A
187.91,0.131,0.028,1.658,0.044,0.131,0.027,0.008,0.028,0.2609,0,ZONE_A
486.9,2.24,0.259,5.995,0.624,2.24,0.166,0.1383,0.259,0.652,1,ZONE_B
214.17,0.154,0.0373,1.336,0.043,0.154,0.006,0.0074,0.0373,0.2705,0,ZONE_A
947.51,8.067,1.4202,16.357,3.252,8.067,1.085,1.4202,1.0334,0.9649,2,ZONE_C
776.9,7.409,2.3279,18.064,2.907,7.409,1.043,1.3598,2.3279,0.9798,2,ZONE_C
191.26,0.079,0.0342,1.279,0.009,0.079,0.02,0.0078,0.0342,0.3101,0,ZONE_A
1154.99,6.872,1.7141,15.355,2.469,6.872,1.353,1.26,1.7141,0.7934,2,ZONE_C
469.87,2.361,0.5335,5.717,0.719,2.361,0.366,0.1809,0.5335,0.6386,1,ZONE_B
804.55,7.953,2.0309,15.404,3.301,7.953,1.259,0.9461,2.0309,0.8396,2,ZONE_C
130.65,0.056,0.0244,1.552,0.014,0.056,0.044,0.0244,0.0102,0.2626,0,ZONE_A
475.12,2.361,0.304,4.18,0.394,2.361,0.194,0.08,0.304,0.5252,1,ZONE_B
741.55,2.307,0.375,3.032,0.779,2.307,0.334,0.177,0.375,0.4428,1,ZONE_B
373.82,2.844,0.2678,5.036,0.377,2.844,0.245,0.08,0.2678,0.5752,1,ZONE_B
207.27,0.143,0.0324,1.106,0.015,0.143,0.015,0.0048,0.0324,0.1486,0,ZONE_A
456.54,2.194,0.4531,4.897,0.811,2.194,0.21,0.18,0.4531,0.5404,1,ZONE_B
479.61,2.24,0.3255,6.292,0.644,2.24,0.268,0.1663,0.3255,0.5502,1,ZONE_B
445.2,1.912,0.2704,5.09,0.427,1.912,0.28,0.1632,0.2704,0.4687,1,ZONE_B
579.93,1.912,0.288,5.639,0.475,1.912,0.238,0.1974,0.288,0.5284,1,ZONE_B
128.36,0.225,0.0425,0.505,0.048,0.225,0.016,0.0075,0.0425,0.2643,0,ZONE_A
978.38,10.294,1.7421,12.121,2.966,10.294,1.261,1.1756,1.7421,0.7832,2,ZONE_C
204.08,0.156,0.0433,1.273,0.008,0.156,0.026,0.0087,0.0433,0.0602,0,ZONE_A
150.23,0.091,0.0318,1.14,0.034,0.091,0.064,0.0252,0.0318,0.2605,0,ZONE_A
47.97,0.164,0.0337,0.468,0.039,0.164,0.036,0.0024,0.0337,0.0732,0,ZONE_A
429.77,1.835,0.3499,6.326,0.576,1.835,0.24,0.146,0.3499,0.408,1,ZONE_B
508.6,1.981,0.2364,4.977,0.823,1.981,0.368,0.1336,0.2364,0.6489,1,ZONE_B
1063.24,9.012,1.0591,15.698,2.736,9.012,1.049,0.62,1.0591,0.757,2,ZONE_C
184.54,0.121,0.0269,1.301,0.043,0.121,0.047,0.0135,0.0269,0.0582,0,ZONE_A
108.27,0.108,0.0432,1.467,0.021,0.108,0.006,0.0042,0.0432,0.2247,0,ZONE_A
98.24,0.115,0.0616,0.731,0.028,0.115,0.028,0.0029,0.0616,0.084,0,ZONE_A
112.38,0.145,0.0363,0.972,0.009,0.145,0.036,0.0243,0.0363,0.2138,0,ZONE_A
427.13,2.576,0.3727,5.075,0.736,2.576,0.224,0.2277,0.3727,0.3814,1,ZONE_B
1082.21,10.741,1.2147,10.393,4.103,10.741,1.325,1.2147,0.9283,0.8744,2,ZONE_C
114.79,0.162,0.0339,0.595,0.037,0.162,0.021,0.0053,0.0339,0.1566,0,ZONE_A
585.79,2.228,0.3418,5.656,1.075,2.228,0.333,0.2155,0.3418,0.3753,1,ZONE_B
1169.68,6.903,0.62,18.9,3.43,6.903,1.026,0.62,0.61,0.9337,2,ZONE_C
69.93,0.177,0.0315,0.649,0.013,0.177,0.018,0.0262,0.0315,0.3025,0,ZONE_A
362.92,2.266,0.3583,4.774,0.337,2.266,0.277,0.08,0.3583,0.659,1,ZONE_B
138.96,0.155,0.0209,0.759,0.037,0.155,0.049,0.0209,0.0139,0.2238,0,ZONE_A
573.4,1.535,0.3223,3.631,0.549,1.535,0.195,0.2581,0.3223,0.6188,1,ZONE_B
994.86,8.707,0.8625,12.042,3.308,8.707,1.085,0.7483,0.8625,0.8183,2,ZONE_C
798.21,8.99,1.7946,9.367,3.394,8.99,0.922,1.0742,1.7946,0.9259,2,ZONE_C
821.83,5.827,1.396,21.341,3.195,5.827,1.386,1.396,1.3303,0.8249,2,ZONE_C
381.86,2.481,0.4164,3.573,0.562,2.481,0.176,0.1372,0.4164,0.6862,1,ZONE_B
1139.78,10.073,1.5834,13.975,3.146,10.073,1.268,1.0425,1.5834,0.8276,2,ZONE_C
186.97,0.216,0.0499,1.356,0.039,0.216,0.028,0.0035,0.0499,0.107,0,ZONE_A
501.82,1.716,0.3717,3.514,0.456,1.716,0.282,0.1485,0.3717,0.4643,1,ZONE_B
124.64,0.157,0.03,1.061,0.027,0.157,0.022,0.002,0.03,0.2997,0,ZONE_A
1168.12,8.866,1.6239,16.627,2.45,8.866,1.553,0.9867,1.6239,0.8487,2,ZONE_C
123.52,0.136,0.0293,1.289,0.017,0.136,0.017,0.022,0.0293,0.2499,0,ZONE_A
820.24,9.047,1.3956,14.274,2.15,9.047,1.002,0.926,1.3956,0.7845,2,ZONE_C
867.5,7.449,0.62,17.398,4.574,7.449,0.787,0.62,0.61,0.8663,2,ZONE_C
1018.76,8.828,0.9062,21.649,2.741,8.828,1.269,0.62,0.9062,0.8897,2,ZONE_C
134.33,0.141,0.0491,1.518,0.014,0.141,0.031,0.0039,0.0491,0.262,0,ZONE_A
1162.49,6.112,1.7596,12.402,2.844,6.112,1.14,0.7493,1.7596,0.8827,2,ZONE_C
218.24,0.118,0.0137,1.383,0.06,0.118,0.053,0.0137,0.0113,0.135,0,ZONE_A
66.08,0.138,0.0355,1.257,0.03,0.138,0.027,0.0082,0.0355,0.0921,0,ZONE_A
493.82,2.173,0.4448,3.873,0.477,2.173,0.251,0.1073,0.4448,0.4358,1,ZONE_B
543.2,2.045,0.3403,6.343,0.452,2.045,0.392,0.08,0.3403,0.4418,1,ZONE_B
68.1,0.096,0.0349,1.191,0.028,0.096,0.025,0.002,0.0349,0.2712,0,ZONE_A
567.85,2.404,0.5454,4.115,0.827,2.404,0.24,0.1531,0.5454,0.3924,1,ZONE_B
132.22,0.119,0.0662,1.314,0.031,0.119,0.025,0.0142,0.0662,0.2047,0,ZONE_A
826.64,7.278,0.7202,8.177,1.799,7.278,1.415,0.6728,0.7202,0.9038,2,ZONE_C
827.5,8.392,1.6436,15.984,3.116,8.392,1.045,1.6436,1.3217,0.833,2,ZONE_C
189.32,0.172,0.0391,0.493,0.002,0.172,0.031,0.0063,0.0391,0.295,0,ZONE_A
1205.31,7.049,1.1322,10.888,3.739,7.049,1.233,1.1322,0.9195,0.8687,2,ZONE_C
220.56,0.099,0.0245,0.833,0.039,0.099,0.034,0.009,0.0245,0.2336,0,ZONE_A
114.96,0.128,0.0352,1.338,0.011,0.128,0.037,0.0155,0.0352,0.1404,0,ZONE_A
505.94,2.626,0.2457,4.361,0.688,2.626,0.156,0.1334,0.2457,0.3697,1,ZONE_B
981.08,7.479,1.9844,8.881,4.103,7.479,0.806,0.62,1.9844,0.8488,2,ZONE_C
110.43,0.15,0.0191,1.377,0.027,0.15,0.02,0.0024,0.0191,0.1386,0,ZONE_A
450.58,1.982,0.4992,4.749,0.596,1.982,0.146,0.169,0.4992,0.3882,1,ZONE_B
151.87,0.147,0.0574,1.334,0.024,0.147,0.046,0.0041,0.0574,0.1081,0,ZONE_A
484.68,1.985,0.2757,6.246,0.501,1.985,0.306,0.08,0.2757,0.4896,1,ZONE_B
478.19,2.092,0.3145,3.73,0.487,2.092,0.254,0.08,0.3145,0.629,1,ZONE_B
155.05,0.123,0.0451,1.116,0.034,0.123,0.04,0.0022,0.0451,0.3237,0,ZONE_A
506.1,2.037,0.3402,4.256,0.358,2.037,0.234,0.1898,0.3402,0.4696,1,ZONE_B
534.16,2.357,0.2196,6.943,0.425,2.357,0.197,0.0911,0.2196,0.4736,1,ZONE_B
538.6,2.41,0.4274,4.785,0.634,2.41,0.202,0.1885,0.4274,0.5202,1,ZONE_B
846.11,7.873,2.0589,10.711,2.569,7.873,1.43,0.9411,2.0589,0.8995,2,ZONE_C
965.62,5.209,1.3269,15.875,2.202,5.209,1.088,1.2296,1.3269,0.9702,2,ZONE_C
569.37,1.912,0.2106,5.333,0.485,1.912,0.298,0.1526,0.2106,0.405,1,ZONE_B
51.47,0.146,0.0253,0.996,0.036,0.146,0.047,0.0053,0.0253,0.2199,0,ZONE_A
144.91,0.155,0.0289,0.87,0.04,0.155,0.037,0.0151,0.0289,0.097,0,ZONE_A
100.13,0.134,0.0383,0.806,0.031,0.134,0.034,0.0034,0.0383,0.1359,0,ZONE_A
207.09,0.138,0.0487,0.713,0.042,0.138,0.057,0.0147,0.0487,0.1354,0,ZONE_A
151.8,0.132,0.0564,1.153,0.013,0.132,0.057,0.002,0.0564,0.2167,0,ZONE_A
408.81,2.423,0.2663,6.135,0.58,2.423,0.303,0.2218,0.2663,0.6501,1,ZONE_B
123.76,0.117,0.0486,1.531,0.008,0.117,0.053,0.0023,0.0486,0.1292,0,ZONE_A
506.84,1.975,0.298,5.952,0.774,1.975,0.178,0.1454,0.298,0.4776,1,ZONE_B
114.02,0.138,0.0529,0.666,0.008,0.138,0.018,0.0061,0.0529,0.1348,0,ZONE_A
364.63,2.19,0.2933,5.676,0.709,2.19,0.194,0.1504,0.2933,0.5571,1,ZONE_B
87.23,0.209,0.0318,1.363,0.037,0.209,0.019,0.0102,0.0318,0.252,0,ZONE_A
141.12,0.233,0.0338,1.117,0.058,0.233,0.03,0.0138,0.0338,0.228,0,ZONE_A
541.31,2.281,0.3984,4.675,0.77,2.281,0.31,0.2116,0.3984,0.5472,1,ZONE_B
473.59,2.261,0.4212,3.294,0.506,2.261,0.137,0.1636,0.4212,0.5382,1,ZONE_B
138.75,0.14,0.0404,1.407,0.035,0.14,0.005,0.007,0.0404,0.1286,0,ZONE_A
550.62,1.856,0.3553,4.907,0.52,1.856,0.204,0.2045,0.3553,0.6875,1,ZONE_B
862.01,8.948,1.1304,16.426,4.301,8.948,1.317,0.9253,1.1304,0.9767,2,ZONE_C
481.95,2.157,0.3387,4.815,0.703,2.157,0.181,0.1675,0.3387,0.4211,1,ZONE_B
896.19,7.081,1.8439,15.986,2.788,7.081,1.644,0.7099,1.8439,0.9759,2,ZONE_C
1185.27,9.634,1.7188,8.1,2.792,9.634,1.467,1.4031,1.7188,0.9357,2,ZONE_C
1188.65,8.253,1.4068,13.907,2.405,8.253,0.879,1.1183,1.4068,0.7433,2,ZONE_C
478.21,2.455,0.4604,2.5,0.546,2.455,0.161,0.2241,0.4604,0.5569,1,ZONE_B
124.96,0.194,0.0273,0.645,0.014,0.194,0.052,0.0103,0.0273,0.328,0,ZONE_A
970.11,6.817,1.37,15.031,3.904,6.817,1.197,1.1009,1.37,0.9113,2,ZONE_C
446.5,2.076,0.3235,5.65,0.592,2.076,0.203,0.1617,0.3235,0.6351,1,ZONE_B
106.73,0.216,0.0475,0.919,0.026,0.216,0.022,0.0136,0.0475,0.2084,0,ZONE_A
585.62,1.921,0.3328,3.15,0.64,1.921,0.224,0.0821,0.3328,0.6792,1,ZONE_B
983.79,8.452,1.1823,15.404,3.882,8.452,1.494,1.1823,1.0981,0.7761,2,ZONE_C
395.74,2.287,0.3611,2.799,0.572,2.287,0.158,0.1422,0.3611,0.5446,1,ZONE_B
1069.44,8.19,1.111,12.406,4.331,8.19,0.714,1.111,0.7538,0.7904,2,ZONE_C
521.44,2.139,0.1769,5.96,0.826,2.139,0.263,0.1769,0.1687,0.6668,1,ZONE_B
452.85,2.463,0.4186,5.249,0.386,2.463,0.292,0.08,0.4186,0.3677,1,ZONE_B
1128.41,8.327,1.3706,25.808,3.012,8.327,0.95,0.686,1.3706,0.9829,2,ZONE_C
925.7,7.052,1.934,18.266,2.724,7.052,1.371,1.2671,1.934,0.8383,2,ZONE_C
148.1,0.135,0.0453,0.926,0.02,0.135,0.024,0.0453,0.0387,0.2606,0,ZONE_A
503.18,2.375,0.3464,3.461,0.627,2.375,0.208,0.2279,0.3464,0.4185,1,ZONE_B
151.55,0.171,0.0416,0.72,0.035,0.171,0.04,0.0044,0.0416,0.3059,0,ZONE_A
149.11,0.138,0.0232,0.5,0.034,0.138,0.039,0.0077,0.0232,0.1316,0,ZONE_A
408.1,2.9,0.2939,6.473,0.468,2.9,0.229,0.0804,0.2939,0.6128,1,ZONE_B
848.4,7.124,1.3684,16.995,2.296,7.124,1.693,0.9486,1.3684,0.9338,2,ZONE_C
1193.82,6.703,1.6011,18.985,2.151,6.703,0.915,0.9151,1.6011,0.9722,2,ZONE_C
1002.61,8.442,1.9988,13.908,3.252,8.442,1.126,0.8657,1.9988,0.8985,2,ZONE_C
515.29,2.048,0.3614,4.099,0.594,2.048,0.345,0.2049,0.3614,0.6779,1,ZONE_B
621.84,1.768,0.4151,6.195,0.618,1.768,0.154,0.1934,0.4151,0.5034,1,ZONE_B
952.72,8.624,1.0166,14.121,3.138,8.624,1.322,0.8134,1.0166,0.8208,2,ZONE_C
143.45,0.154,0.0299,1.03,0.037,0.154,0.016,0.0067,0.0299,0.2883,0,ZONE_A
123.62,0.077,0.0208,1.17,0.021,0.077,0.03,0.0193,0.0208,0.2167,0,ZONE_A
320.0,2.28,0.2931,4.916,0.511,2.28,0.179,0.08,0.2931,0.5856,1,ZONE_B
647.28,2.433,0.4073,4.447,0.728,2.433,0.16,0.08,0.4073,0.4964,1,ZONE_B
151.09,0.157,0.0597,1.359,0.038,0.157,0.032,0.0131,0.0597,0.1413,0,ZONE_A
171.4,0.12,0.0339,1.14,0.054,0.12,0.006,0.0088,0.0339,0.1787,0,ZONE_A
908.28,7.452,1.706,15.511,4.015,7.452,1.11,0.62,1.706,0.9284,2,ZONE_C
1134.88,7.901,1.7539,10.96,3.423,7.901,1.752,1.7539,1.3368,0.7158,2,ZONE_C
689.62,2.451,0.2753,5.344,0.738,2.451,0.329,0.1753,0.2753,0.4418,1,ZONE_B
828.03,7.418,1.7085,16.958,3.452,7.418,1.044,0.9614,1.7085,0.7201,2,ZONE_C
760.0,7.877,0.8803,12.301,2.477,7.877,1.051,0.62,0.8803,0.8897,2,ZONE_C
447.83,1.986,0.4258,4.614,0.849,1.986,0.157,0.1082,0.4258,0.6243,1,ZONE_B
616.5,3.354,0.4197,7.423,0.493,3.354,0.12,0.12,0.4197,0.6566,1,ZONE_B
158.96,0.114,0.034,1.162,0.028,0.114,0.013,0.002,0.034,0.2793,0,ZONE_A
1061.26,7.81,1.2245,11.614,3.438,7.81,1.336,1.2245,1.0131,0.868,2,ZONE_C
882.84,9.723,1.5908,21.352,2.935,9.723,1.245,1.5908,1.3725,0.8808,2,ZONE_C
144.24,0.093,0.0478,1.463,0.017,0.093,0.028,0.0219,0.0478,0.3145,0,ZONE_A
889.98,7.25,1.5092,19.674,3.118,7.25,1.319,0.9164,1.5092,0.8389,2,ZONE_C
185.53,0.193,0.0326,0.731,0.032,0.193,0.041,0.0037,0.0326,0.1756,0,ZONE_A
191.6,0.15,0.0366,1.152,0.025,0.15,0.035,0.0045,0.0366,0.1566,0,ZONE_A
125.49,0.162,0.0351,1.221,0.035,0.162,0.022,0.0275,0.0351,0.3177,0,ZONE_A
110.25,0.14,0.0362,0.761,0.024,0.14,0.054,0.002,0.0362,0.2944,0,ZONE_A
1137.22,9.047,1.2171,16.147,2.919,9.047,0.775,1.1351,1.2171,0.8221,2,ZONE_C
1258.74,8.307,1.5119,14.337,1.876,8.307,1.638,1.021,1.5119,0.9172,2,ZONE_C
117.77,0.098,0.035,0.836,0.016,0.098,0.039,0.002,0.035,0.2019,0,ZONE_A
560.56,1.72,0.2742,3.89,0.84,1.72,0.216,0.1874,0.2742,0.6881,1,ZONE_B
1014.75,7.246,1.3721,16.736,3.689,7.246,1.014,1.3326,1.3721,0.9512,2,ZONE_C
478.43,1.969,0.3137,5.39,0.606,1.969,0.268,0.1078,0.3137,0.5906,1,ZONE_B
563.8,1.992,0.361,4.197,0.94,1.992,0.258,0.0815,0.361,0.5823,1,ZONE_B
147.88,0.151,0.0374,0.927,0.018,0.151,0.033,0.0223,0.0374,0.0693,0,ZONE_A
811.76,9.119,0.9678,19.134,3.59,9.119,0.941,0.9069,0.9678,0.8245,2,ZONE_C
408.64,2.628,0.31,2.5,0.434,2.628,0.228,0.2377,0.31,0.6228,1,ZONE_B
175.75,0.105,0.0416,1.419,0.012,0.105,0.027,0.002,0.0416,0.1835,0,ZONE_A
688.57,2.072,0.5801,5.215,0.815,2.072,0.251,0.2349,0.5801,0.5485,1,ZONE_B
525.28,1.797,0.3909,6.757,0.626,1.797,0.247,0.2837,0.3909,0.4938,1,ZONE_B
391.9,2.477,0.3023,4.142,0.656,2.477,0.142,0.1561,0.3023,0.3602,1,ZONE_B
1221.8,5.518,1.3514,15.215,3.343,5.518,1.75,0.62,1.3514,0.8272,2,ZONE_C
414.2,2.214,0.5005,5.912,0.609,2.214,0.201,0.1275,0.5005,0.3672,1,ZONE_B
799.35,8.828,1.8204,18.498,2.806,8.828,1.063,0.8555,1.8204,0.8488,2,ZONE_C
186.31,0.124,0.0297,1.217,0.028,0.124,0.044,0.0256,0.0297,0.1825,0,ZONE_A
437.46,2.616,0.3761,3.876,0.454,2.616,0.232,0.0896,0.3761,0.5775,1,ZONE_B
1038.94,8.328,1.8569,17.026,3.49,8.328,1.233,0.8514,1.8569,0.7294,2,ZONE_C
530.85,2.377,0.2031,2.5,0.447,2.377,0.299,0.2027,0.2031,0.3785,1,ZONE_B
128.2,0.126,0.0198,1.227,0.035,0.126,0.014,0.0023,0.0198,0.1497,0,ZONE_A
127.27,0.119,0.0523,0.83,0.016,0.119,0.03,0.002,0.0523,0.1097,0,ZONE_A
154.14,0.133,0.036,0.69,0.02,0.133,0.046,0.002,0.036,0.094,0,ZONE_A
760.0,9.46,1.8866,15.261,3.15,9.46,0.993,0.62,1.8866,0.777,2,ZONE_C
137.36,0.124,0.0258,1.28,0.033,0.124,0.028,0.002,0.0258,0.2026,0,ZONE_A
172.07,0.171,0.0338,1.115,0.016,0.171,0.017,0.0035,0.0338,0.0993,0,ZONE_A
140.35,0.125,0.0533,1.581,0.038,0.125,0.028,0.0021,0.0533,0.3125,0,ZONE_A
139.3,0.124,0.0192,1.705,0.028,0.124,0.029,0.0119,0.0192,0.3201,0,ZONE_A
1034.05,8.281,0.7222,12.097,2.738,8.281,1.079,0.62,0.7222,0.7704,2,ZONE_C
818.74,7.409,1.5575,14.231,4.128,7.409,1.332,1.0755,1.5575,0.9088,2,ZONE_C
565.56,2.389,0.3429,4.301,0.557,2.389,0.083,0.1264,0.3429,0.4398,1,ZONE_B
530.17,2.222,0.4264,5.362,0.606,2.222,0.252,0.1238,0.4264,0.3838,1,ZONE_B
499.98,2.046,0.3068,2.942,0.638,2.046,0.193,0.136,0.3068,0.4889,1,ZONE_B
149.05,0.14,0.0289,0.751,0.032,0.14,0.039,0.002,0.0289,0.0859,0,ZONE_A
833.24,8.227,2.1996,12.544,3.578,8.227,1.932,1.0537,2.1996,0.8195,2,ZONE_C
905.21,9.349,1.9184,14.251,4.421,9.349,0.71,0.7712,1.9184,0.7272,2,ZONE_C
475.94,2.287,0.3142,3.098,0.623,2.287,0.201,0.1269,0.3142,0.6704,1,ZONE_B
339.01,2.264,0.3906,4.059,0.62,2.264,0.227,0.1392,0.3906,0.417,1,ZONE_B
133.49,0.092,0.0411,0.54,0.061,0.092,0.022,0.0131,0.0411,0.3054,0,ZONE_A
1148.24,8.637,1.5166,12.993,3.651,8.637,0.83,0.8216,1.5166,0.9071,2,ZONE_C
118.75,0.177,0.022,0.959,0.017,0.177,0.031,0.0165,0.022,0.1354,0,ZONE_A
921.28,8.29,1.5457,15.046,3.142,8.29,1.208,0.7694,1.5457,0.8633,2,ZONE_C
66.87,0.077,0.0386,0.982,0.026,0.077,0.023,0.0064,0.0386,0.2703,0,ZONE_A
118.41,0.17,0.0333,1.396,0.035,0.17,0.019,0.0035,0.0333,0.2796,0,ZONE_A
27.44,0.13,0.0257,1.704,0.022,0.13,0.049,0.0041,0.0257,0.0949,0,ZONE_A
550.66,2.307,0.4249,6.95,0.714,2.307,0.077,0.2022,0.4249,0.4327,1,ZONE_B
29.46,0.187,0.0291,1.436,0.018,0.187,0.022,0.0196,0.0291,0.2163,0,ZONE_A
63.53,0.074,0.0405,1.608,0.029,0.074,0.026,0.0087,0.0405,0.2792,0,ZONE_A
1044.59,8.83,1.6714,8.486,3.62,8.83,1.099,1.1537,1.6714,0.8698,2,ZONE_C
138.21,0.085,0.0678,0.851,0.059,0.085,0.019,0.0075,0.0678,0.312,0,ZONE_A
